Elo	Username	W	L	T	Last update
1121.9194295295392	Snaquaza	3	0	0	Thu Feb 23 2017 14:18:41 GMT+0000 (UTC)
1115.3193039770229	BatterBotto	4	2	0	Thu Feb 23 2017 14:20:13 GMT+0000 (UTC)
1050.7960441216378	gmfc⚠	1	0	0	Thu Feb 23 2017 14:01:40 GMT+0000 (UTC)
1025.8256996922494	Yolocat^Rusty	1	2	0	Thu Feb 23 2017 14:05:10 GMT+0000 (UTC)
1000	Spandan	0	5	0	Thu Feb 23 2017 14:20:13 GMT+0000 (UTC)
