Elo	Username	W	L	T	Last update
1045	Mogstarz	1	0	0	Thu Oct 13 2016 15:03:37 GMT+0000 (UTC)
1000	MorningLycanroc	0	1	0	Thu Oct 13 2016 15:03:37 GMT+0000 (UTC)
